acc_low	acc_high	query_status	detection_method	publication	interaction_type	source_database	interaction_identifier	confidence	expansion_method	negative_interaction_flag
Q6NLH0	Q8LFJ6	complete								
A0A5H1ZR73	K0J903	complete								
Q00597	Q9NW38	complete								
A0A1B2U0I9	A0A1J7CKJ9	complete								
Q8TZK1	Q8U0E4	complete								
Q2FW20	Q2G2D3	complete								
Q7K2Q8	Q9VA95	complete								
A0A7S3VHS4	K7NU68	complete								
M1VKK5	Q85FY7	complete								
W0DKT4	W0DSL1	complete								
A0A072ZDF7	E2RXT8	complete								
P61161	Q9CPW4	complete								
A0ABF7PQ07	Q9XQN8	complete								
P0A3C9	Q8DL29	complete								
A0AAN0Y004	A0AAN0Y4F0	complete								
P61994	Q9UY20	complete								
T1RJ07	T1RJP7	complete								
P0DOX5	Q6P5S8	complete								
A0A2K3E6S5	P50370	complete								
O94408	Q9UUI1	complete								
A0T0V0	B5YM25	complete								
O48448	Q38584	complete								
C4LTS8	C4LW10	complete								
B8YB58	B8YB64	complete								
A0A072ZDF7	E2RXT0	complete								
P28630	P28632	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-15538528|imex:IM-21967-155|dip:DIP-49042E	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0096""(pull down)"	pubmed:15690043|mint:MINT-5217509|imex:IM-21967|doi:10.1038/nature03239	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-880133|imex:IM-21967-609	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	imex:IM-18578|pubmed:11606586	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465328|imex:IM-18578-2	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	imex:IM-18578|pubmed:11606586	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6465445|imex:IM-18578-4	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:11101526|imex:IM-18588	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466545|imex:IM-18588-1	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:11101526|imex:IM-18588	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466570|imex:IM-18588-2	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:11101526|imex:IM-18588	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466591|imex:IM-18588-4	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
P28630	P28632	complete	"psi-mi:""MI:0071""(molecular sieving)"	pubmed:11101526|imex:IM-18588	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-6466581|imex:IM-18588-3	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
Q2T9T3	Q32P79	complete								
I7MG46	W7WX86	complete								
G0S1P1	G0SC21	complete								
O00189	P84077	complete								
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21759174|imex:IM-25778-1763	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:26496610|imex:IM-24272	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11103410|imex:IM-24272-854	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54683581|imex:IM-29278-6261	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54936245|imex:IM-29278-22343	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55009653|imex:IM-29278-28165	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
P20248	Q12834	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-55010016|imex:IM-29278-28189	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A1H3KVX9	A0A1H3PUR7	complete								
Q38859	Q9M1A8	complete								
I7MHB1	Q24CE5	complete								
P02293	P43618	complete								
A0AAT8XUH5	A0AAT8XUH6	complete								
P31749	Q9BVC4	complete								
C1K004	D0FXW0	complete								
A6VF31	A6VF38	complete								
P62655	P62656	complete								
A8HX89	A8J8N9	complete								
Q8DL30	Q8DLN5	complete								
Q47PJ2	Q47PJ4	complete								
F2R7X6	F2RJV9	complete								
P51863	Q62277	complete								
A0A287BAW0	I3LRR4	complete								
A0A125YN38	S7VSS5	complete								
T1RIT2	T1RJW8	complete								
A0A5M5QTL0	A0A9X9IKM4	complete								
Q1HFW2	Q1HGH8	complete								
A0QNR2	A0QWR2	complete								
P60238	Q50755	complete								
P0A7G2	P0A7V8	complete								
P10606	P24311	complete								
A0A063XCH0	A0A3A5I502	complete								
Q980K0	Q980Q9	complete								
P53298	Q2V2P8	complete								
O74825	P87123	complete								
P48940	Q2FW10	complete								
A0A063XCR0	A0A063XFC1	complete								
A0A2P6TT36	W8SY74	complete								
P00833	P06450	complete								
P40124	Q91YR1	complete								
P26289	Q9S9N6	complete								
A0A444WZ62	A0A444YS04	complete								
Q969V3	Q9BV81	complete								
P40026	Q07913	complete								
B8YB58	B8YB61	complete								
Q8U0E4	Q8U0M2	complete								
Q9C4Z3	Q9V2Z4	complete								
A0A2K9VK93	A0A2K9VKD2	complete								
P38123	P43132	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-809437	intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
P38123	P43132	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:11742990|imex:IM-19146	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1370567|imex:IM-19146-2	intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
P38123	P43132	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:11742990|imex:IM-19146	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1370804|imex:IM-19146-6	intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
P38123	P43132	complete	"psi-mi:""MI:0363""(inferred by author)"	pubmed:16429126	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-819555	intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
P38123	P43132	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-11977|pubmed:18083099	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1569029|imex:IM-11977-1	intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
P38123	P43132	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-14085|pubmed:21179020	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2888379|imex:IM-14085-101	author score:High|intact-miscore:0.87	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A5H1ZR95	D8V7I2	complete								
P24732	P68135	complete								
P20998	P68610	complete								
A0A0G4FL36	A0A0G4GX71	complete								
A0A1S3U1E4	A0A1S3V319	complete								
Q6ZED4	Q6ZED5	complete								
A8J4K5	Q9FQ96	complete								
D8V7I2	K0J903	complete								
A0A2K1IB10	A0A2K1J0L9	complete								
P51571	P61803	complete								
P05311	Q41038	complete								
O75817	O75818	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54716135|imex:IM-29278-8283	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
O75817	O75818	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54939008|imex:IM-29278-22529	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A4VEB3	I7MCM8	complete								
Q9SHE8	Q9SY97	complete								
A0A7U3Y808	B7I7R9	complete								
I0Z687	I0Z7A7	complete								
A0A7R9N9K9	A0ACD6B9G0	complete								
O14198	Q9Y821	complete								
A0A7S3VQN8	A0A7S3VSS7	complete								
C3SQT7	W8T6F0	complete								
P10176	P20674	complete								
P0ADC1	P31063	complete								
A8IKI9	A8J8N9	complete								
I0YQ44	I0Z7A7	complete								
P01834	P12319	complete								
P41205	Q50297	complete								
A0QSL6	A0R7F9	complete								
P07358	P13987	complete								
P00289	P69461	complete								
Q05093	Q75VY6	complete								
Q1JQ91	Q32P78	complete								
O14021	Q9UTB6	complete								
P06611	P37028	complete								
A0A1Z3HPE3	A0A1Z3HSF0	complete								
P02916	P69783	complete								
Q9BUH6	Q9NP87	complete								
Q2FW30	Q2G2Q4	complete								
C4M2R7	C4M7H3	complete								
Q1JQ91	Q32PE0	complete								
O85388	Q83ED6	complete								
P05807	P24757	complete								
F2Z4C9	Q3ZBC0	complete								
A0QU28	A0QU29	complete								
Q83EQ3	Q83ER2	complete								
D0C9P7	D0CD10	complete								
P39933	Q12415	complete								
T1RJT6	T1RJZ1	complete								
P40993	P53218	complete	"psi-mi:""MI:0018""(two hybrid)"	imex:IM-25087|pubmed:11880623	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11664589|imex:IM-25087-5	intact-miscore:0.55	-	false
F2QRE4	F2QT90	complete								
Q39584	Q9SWQ6	complete								
Q12025	Q12431	complete								
P9WP45	P9WP67	complete								
A0A1S3TNX9	A0A1S3UMA0	complete								
A0A1J7CP29	A0A1M5L8S8	complete								
A0T0T5	B8CEQ3	complete								
A4VE64	W7XJB1	complete								
P32876	Q28851	complete								
O43257	O96019	complete	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	pubmed:16230350	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-769555	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
O43257	O96019	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:15647280	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-769819	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
O43257	O96019	complete	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	pubmed:15647280	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-769907	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
O43257	O96019	complete	"psi-mi:""MI:0004""(affinity chromatography technology)"	pubmed:15647280	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-777037	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
O43257	O96019	complete	"psi-mi:""MI:0004""(affinity chromatography technology)"	pubmed:15647280	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-777108	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
O43257	O96019	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54715586|imex:IM-29278-8239	intact-miscore:0.72	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A072ZPV8	A0A2V3DLV3	complete								
A0A063XFC1	A0A063XHU6	complete								
B8YB53	B8YB64	complete								
P0A0F8	Q2FW17	complete								
P87173	Q9Y7M4	complete								
A0A0F6NFW5	P17227	complete								
P0A6Y1	Q46896	complete								
A0A0D9RB67	A0A0D9RJ49	complete								
P60312	Q9L0Q9	complete								
Q56218	Q56229	complete								
A0A341UET3	A0A3B6KRQ3	complete								
A8IE32	A8J5D4	complete								
Q7JZF5	Q9VEA5	complete								
P09192	P19569	complete								
P62012	Q9V1A0	complete								
P26288	Q9LU21	complete								
P60292	Q8U439	complete								
Q9HAW0	Q9Y535	complete								
A0A7U3Y815	B7IA33	complete								
A6QRA1	Q9FLM8	complete								
Q389F5	Q57XL7	complete								
O80634	Q9ASS6	complete								
A0A7S3VSS7	K7NU68	complete								
A0A7R9N9K9	A0ACD6B9F9	complete								
C3SQX2	C3SQY7	complete								
Q03736	Q8KRK5	complete								
A0A0M3KL11	A0A0M3KL12	complete								
P12239	P19052	complete								
A0A125YU99	A0A125YZP0	complete								
Q8DIN8	Q8DLJ8	complete								
T1RJ07	T1RJY1	complete								
I7MDA9	Q24C31	complete								
P53905	Q06406	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-811492	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P53905	Q06406	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-790894	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
A6VF31	A6VF35	complete								
A0A2K1JLW2	Q6YXK4	complete								
G3MXC8	Q3MHR7	complete								
A0A1G4KPQ9	F2QT90	complete								
P04912	Q12464	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	imex:IM-14085|pubmed:21179020	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-2884694|imex:IM-14085-46	author score:High|intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8DL29	Q8DL61	complete								
A0A125YS93	A0A125YZP0	complete								
P27766	Q39584	complete								
G0RYR4	G0S7B2	complete								
P0A415	P0A427	complete								
A0R1Z9	A0R204	complete								
A0A1H3KVX9	A0A1H3PUN8	complete								
P22685	Q54G86	complete								
C9ZW42	D0A2P0	complete								
A4VEB3	I7MHB1	complete								
P49960	Q06406	complete								
I0YQ13	I0YQ44	complete								
P61029	Q9V195	complete								
P21473	P21477	complete								
W5FWF5	W5I1R7	complete								
P43308	Q9NRP0	complete								
A0R201	A0R204	complete								
C3SR62	C3SRY2	complete								
A0A8D1B522	I3LCH3	complete								
M1VKK5	Q85FP8	complete								
Q1HFX0	Q1HFX1	complete								
A0T0M8	B8BUW3	complete								
A0A1S3U1E4	A0A1S3UMA0	complete								
A0A6S8PC30	A0A7S3R4R1	complete								
F2QS38	F2QZ97	complete								
F2QVW8	F2R0J6	complete								
P38786	P40993	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-798880	intact-miscore:0.66	"psi-mi:""MI:1060""(spoke expansion)"	false
P38786	P40993	complete	"psi-mi:""MI:0018""(two hybrid)"	imex:IM-25087|pubmed:11880623	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-11664570|imex:IM-25087-57	intact-miscore:0.66	-	false
A0A8D0MI69	Q4VT52	complete								
A0A0F6NFW5	Q9SQL2	complete								
P38801	P53859	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16829593	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1008933	intact-miscore:0.86	"psi-mi:""MI:1060""(spoke expansion)"	false
P38801	P53859	complete	"psi-mi:""MI:0363""(inferred by author)"	pubmed:16429126	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-818825	intact-miscore:0.86	"psi-mi:""MI:1060""(spoke expansion)"	false
Q182S6	Q18CI5	complete								
E2RXT8	E2RXU3	complete								
A0A9R0IWV5	A0A9R0JVI6	complete								
P61163	Q9BTE1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54593826|imex:IM-29278-2823	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P61163	Q9BTE1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54871366|imex:IM-29278-19433	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
P61163	Q9BTE1	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54999641|imex:IM-29278-27691	intact-miscore:0.53	"psi-mi:""MI:1060""(spoke expansion)"	false
B8YB58	B8YB63	complete								
O80634	Q9S9N6	complete								
I7LT80	Q24CL2	complete								
B8YB54	B8YB62	complete								
P49842	Q9BW61	complete								
D7NIZ2	K0J903	complete								
A0A0D9RJ49	A0A0D9S9I7	complete								
A0A1S3U9J1	A0A1S3VHC0	complete								
P07471	Q01321	complete								
P56769	Q9SY97	complete								
B0C4H4	B0C5D5	complete								
A0A1M5L8S8	A0A1M6R974	complete								
F2Z4C9	Q1JQ91	complete								
O57233	Q76ZQ8	complete								
P12879	P21465	complete								
Q56218	Q56225	complete								
P13165	P36213	complete								
A0A125YTU2	A0A125YZP0	complete								
A0T0M8	B8BRQ8	complete								
O14010	Q9Y7N2	complete								
Q839F5	Q839Z0	complete								
H6LC30	H6LC32	complete								
A7NJ91	A7NJ92	complete								
A0A1S3XP85	A0A1S3ZQT7	complete								
Q5I7K3	W5EP45	complete								
P59753	Q83EQ9	complete								
B6STT2	B6U534	complete								
P12853	P18263	complete								
A0A5H1ZR73	D8V7I2	complete								
A0A063XCG5	A0A063XCR0	complete								
P00579	P0ABS1	complete								
P69461	Q9M3L0	complete								
P12873	P46898	complete								
Q5SKU2	Q5SLP8	complete								
P01730	P01857	complete								
E1C9L0	E1C9L3	complete								
O15342	Q99437	complete								
I0YQ44	I0YQ45	complete								
B8YB59	B8YB62	complete								
O66748	O67334	complete								
C3TRH7	W8T6F0	complete								
P40337	Q9BT78	complete								
P68449	P68610	complete								
P09927	P11695	complete								
P68449	P68608	complete								
P14867	Q7Z7J7	complete								
M1VFJ4	Q85G51	complete								
A0A0H3CAV3	B8H618	complete								
A8IS47	A8J353	complete								
O66842	O67337	complete								
P02293	Q06675	complete								
P24311	Q9BW72	complete								
A0A069QC99	A0A241XG65	complete								
A8HY43	P22666	complete								
P9WPU5	P9WPV7	complete								
P00045	P00128	complete								
Q9JM76	Q9WV32	complete								
Q6A6R0	Q6A7J7	complete								
I7MCM8	Q22MV2	complete								
Q9GZQ3	Q9NX08	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21712105|imex:IM-25778-6707	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9GZQ3	Q9NX08	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54643628|imex:IM-29278-4543	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
Q9GZQ3	Q9NX08	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54906076|imex:IM-29278-20605	intact-miscore:0.73	"psi-mi:""MI:1060""(spoke expansion)"	false
A0A8D2A9I1	Q06AT4	complete								
P0ADZ0	P0AG99	complete								
I7MCM8	Q22R86	complete								
P03929	Q28852	complete								
Q31L30	Q31QK2	complete								
P17987	Q99471	complete								
C4M7H3	O15631	complete								
A0A3Q7F5X2	A0A3Q7FJL7	complete								
P07703	P29056	complete								
D0CC74	D0CD06	complete								
P04899	P41143	complete								
P13192	P36886	complete								
A0A6C0M5W0	A0ABF7PQ07	complete								
P13194	P20143	complete								
B6TR16	B6U534	complete								
Q82ZJ1	Q839Y8	complete								
A0A2V3F2U6	E2RXT0	complete								
P13073	P14406	complete	"psi-mi:""MI:1314""(proximity-dependent biotin identification)"	pubmed:29568061|imex:IM-26301	"psi-mi:""MI:2364""(proximity)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-16791533|imex:IM-26301-125	intact-miscore:0.48	"psi-mi:""MI:1060""(spoke expansion)"	false
P13073	P14406	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54754556|imex:IM-29278-11693	intact-miscore:0.48	"psi-mi:""MI:1060""(spoke expansion)"	false
Q8U0E8	Q8U4N1	complete								
Q9USH1	Q9Y7N2	complete								
Q96N11	Q96SY0	complete								
P11471	P92276	complete								
O80634	P26288	complete								
P13498	P19878	complete								
A0A4V8GZZ5	A0A4V8GZZ9	complete								
Q8U0E4	Q8U0M5	complete								
P0AAG0	P23847	complete								
P9WGG7	P9WGZ1	complete								
P38786	P53833	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:16429126	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-799459	intact-miscore:0.76	"psi-mi:""MI:1060""(spoke expansion)"	false
Q56220	Q56227	complete								
P21082	P21087	complete								
I4BTY8	I4BTZ1	complete								
Q1HFX0	Q1HGH8	complete								
P14406	P14854	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:28514442|doi:10.1038/nature22366|imex:IM-25778	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21850615|imex:IM-25778-7613	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P14406	P14854	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21930429|imex:IM-26449-764	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P14406	P14854	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:27499296|imex:IM-26449|doi:10.1016/j.molcel.2016.06.033	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-21933521|imex:IM-26449-780	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P14406	P14854	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-54754556|imex:IM-29278-11693	intact-miscore:0.64	"psi-mi:""MI:1060""(spoke expansion)"	false
P16002	P17227	complete								
Q04601	Q12379	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:12477395|imex:IM-19710	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1251419|imex:IM-19710-1	intact-miscore:0.71	"psi-mi:""MI:1060""(spoke expansion)"	false
Q04601	Q12379	complete	"psi-mi:""MI:0676""(tandem affinity purification)"	pubmed:12477395|imex:IM-19710	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1251626|imex:IM-19710-3	intact-miscore:0.71	"psi-mi:""MI:1060""(spoke expansion)"	false
Q04601	Q12379	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:12477395|imex:IM-19710	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1251799|imex:IM-19710-16	intact-miscore:0.71	-	false
Q04601	Q12379	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	pubmed:12477395|imex:IM-19710	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1251816|imex:IM-19710-17	intact-miscore:0.71	-	false
A9WEV6	A9WEV7	complete								
F2QT92	F2QZ97	complete								
A0A2K1JDE1	A0A2K1JDR4	complete								
A0A3G1AUL2	A0A482JYH1	complete								
M1VKK5	Q85FY0	complete								
Q8DKF5	Q8DL32	complete								
A6VF31	A6VF36	complete								
P63000	Q9NYB9	complete								
A0A2K3CY83	A0A2K3DVJ8	complete								
P07839	Q05093	complete								
P60239	Q50755	complete								
Q10317	Q9Y821	complete								
D0VX28	D0VX30	complete								
B8YB58	B8YB62	complete								
P67775	Q9Y3A3	complete	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	imex:IM-9155|pubmed:19156129	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0469""(IntAct)"	intact:EBI-1773521|imex:IM-9155-5	intact-miscore:0.82	"psi-mi:""MI:1060""(spoke expansion)"	false
